image,target
frame_34_0.png,3
frame_34_1.png,3
frame_34_2.png,3
frame_34_3.png,3
frame_34_4.png,3
frame_34_5.png,3
frame_34_6.png,3
frame_34_7.png,1
frame_34_8.png,1
frame_34_9.png,0
frame_34_10.png,0
frame_34_11.png,0
frame_34_12.png,0
frame_34_13.png,0
frame_34_14.png,0
frame_34_15.png,0
frame_34_16.png,0
frame_34_17.png,0
frame_34_18.png,0
frame_34_19.png,0
frame_34_20.png,0
frame_34_21.png,0
frame_34_22.png,0
frame_34_23.png,1
frame_34_24.png,4
frame_34_25.png,0
frame_34_26.png,3
frame_34_27.png,0
frame_34_28.png,3
frame_34_29.png,0
frame_34_30.png,0
frame_34_31.png,0
frame_34_32.png,0
frame_34_33.png,0
frame_34_34.png,0
frame_34_35.png,0
frame_34_36.png,0
frame_34_37.png,0
frame_34_38.png,0
frame_34_39.png,0
frame_34_40.png,0
frame_34_41.png,0
frame_34_42.png,0
frame_34_43.png,0
frame_34_44.png,0
frame_34_45.png,0
frame_34_46.png,0
frame_34_47.png,0
frame_34_48.png,0
frame_34_49.png,0
frame_34_50.png,0
frame_34_51.png,0
frame_34_52.png,0
frame_34_53.png,0
frame_34_54.png,0
frame_34_55.png,0
frame_34_56.png,0
frame_34_57.png,0
frame_34_58.png,0
frame_34_59.png,0
frame_34_60.png,0
frame_34_61.png,0
