image,target
frame_191_0.png,3
frame_191_1.png,3
frame_191_2.png,3
frame_191_3.png,1
frame_191_4.png,1
frame_191_5.png,0
frame_191_6.png,0
frame_191_7.png,0
frame_191_8.png,0
frame_191_9.png,0
frame_191_10.png,2
frame_191_11.png,0
frame_191_12.png,0
frame_191_13.png,0
frame_191_14.png,0
frame_191_15.png,1
frame_191_16.png,0
frame_191_17.png,3
frame_191_18.png,2
frame_191_19.png,2
frame_191_20.png,2
frame_191_21.png,3
frame_191_22.png,0
frame_191_23.png,4
frame_191_24.png,0
frame_191_25.png,4
frame_191_26.png,0
frame_191_27.png,3
frame_191_28.png,3
frame_191_29.png,3
frame_191_30.png,3
frame_191_31.png,3
frame_191_32.png,3
frame_191_33.png,0
frame_191_34.png,3
frame_191_35.png,0
frame_191_36.png,4
frame_191_37.png,0
frame_191_38.png,4
frame_191_39.png,4
frame_191_40.png,4
frame_191_41.png,0
frame_191_42.png,3
frame_191_43.png,0
frame_191_44.png,4
frame_191_45.png,4
frame_191_46.png,4
frame_191_47.png,4
frame_191_48.png,4
frame_191_49.png,4
frame_191_50.png,4
frame_191_51.png,4
frame_191_52.png,4
frame_191_53.png,2
frame_191_54.png,2
frame_191_55.png,0
frame_191_56.png,0
frame_191_57.png,0
frame_191_58.png,0
frame_191_59.png,0
frame_191_60.png,0
frame_191_61.png,0
frame_191_62.png,0
frame_191_63.png,0
frame_191_64.png,0
frame_191_65.png,0
frame_191_66.png,0
frame_191_67.png,0
frame_191_68.png,0
frame_191_69.png,2
frame_191_70.png,0
