image,target
frame_69_0.png,3
frame_69_1.png,3
frame_69_2.png,3
frame_69_3.png,1
frame_69_4.png,0
frame_69_5.png,1
frame_69_6.png,0
frame_69_7.png,2
frame_69_8.png,0
frame_69_9.png,0
frame_69_10.png,0
frame_69_11.png,1
frame_69_12.png,0
frame_69_13.png,0
frame_69_14.png,0
frame_69_15.png,0
frame_69_16.png,3
frame_69_17.png,3
frame_69_18.png,0
frame_69_19.png,3
frame_69_20.png,3
frame_69_21.png,0
frame_69_22.png,3
frame_69_23.png,3
frame_69_24.png,0
frame_69_25.png,1
frame_69_26.png,1
frame_69_27.png,1
frame_69_28.png,1
frame_69_29.png,1
frame_69_30.png,1
frame_69_31.png,1
frame_69_32.png,1
frame_69_33.png,1
frame_69_34.png,1
frame_69_35.png,1
frame_69_36.png,1
frame_69_37.png,1
frame_69_38.png,1
frame_69_39.png,1
frame_69_40.png,1
frame_69_41.png,1
frame_69_42.png,0
frame_69_43.png,0
frame_69_44.png,4
frame_69_45.png,1
frame_69_46.png,1
frame_69_47.png,1
frame_69_48.png,1
