image,target
frame_9_0.png,4
frame_9_1.png,4
frame_9_2.png,4
frame_9_3.png,4
frame_9_4.png,4
frame_9_5.png,4
frame_9_6.png,4
frame_9_7.png,4
frame_9_8.png,4
frame_9_9.png,2
frame_9_10.png,2
frame_9_11.png,2
frame_9_12.png,0
frame_9_13.png,3
frame_9_14.png,2
frame_9_15.png,2
frame_9_16.png,3
frame_9_17.png,0
frame_9_18.png,3
frame_9_19.png,3
frame_9_20.png,3
frame_9_21.png,3
frame_9_22.png,3
frame_9_23.png,1
frame_9_24.png,0
frame_9_25.png,0
frame_9_26.png,0
frame_9_27.png,1
frame_9_28.png,0
frame_9_29.png,0
frame_9_30.png,0
frame_9_31.png,0
frame_9_32.png,0
frame_9_33.png,0
frame_9_34.png,0
frame_9_35.png,0
frame_9_36.png,2
frame_9_37.png,0
frame_9_38.png,1
frame_9_39.png,0
