image,target
frame_121_0.png,3
frame_121_1.png,3
frame_121_2.png,1
frame_121_3.png,1
frame_121_4.png,0
frame_121_5.png,0
frame_121_6.png,2
frame_121_7.png,0
frame_121_8.png,0
frame_121_9.png,4
frame_121_10.png,0
frame_121_11.png,4
frame_121_12.png,0
frame_121_13.png,3
frame_121_14.png,3
frame_121_15.png,3
frame_121_16.png,0
frame_121_17.png,4
frame_121_18.png,0
frame_121_19.png,3
frame_121_20.png,0
frame_121_21.png,3
frame_121_22.png,0
frame_121_23.png,4
frame_121_24.png,0
frame_121_25.png,4
frame_121_26.png,0
frame_121_27.png,3
frame_121_28.png,3
frame_121_29.png,0
frame_121_30.png,4
frame_121_31.png,4
frame_121_32.png,4
frame_121_33.png,4
frame_121_34.png,0
frame_121_35.png,3
frame_121_36.png,0
frame_121_37.png,3
frame_121_38.png,0
