image,target
frame_77_0.png,3
frame_77_1.png,1
frame_77_2.png,0
frame_77_3.png,0
frame_77_4.png,0
frame_77_5.png,0
frame_77_6.png,0
frame_77_7.png,0
frame_77_8.png,0
frame_77_9.png,0
frame_77_10.png,0
frame_77_11.png,2
frame_77_12.png,0
frame_77_13.png,0
frame_77_14.png,0
frame_77_15.png,0
frame_77_16.png,1
frame_77_17.png,0
frame_77_18.png,0
frame_77_19.png,4
frame_77_20.png,0
frame_77_21.png,4
frame_77_22.png,2
frame_77_23.png,0
frame_77_24.png,0
frame_77_25.png,0
frame_77_26.png,0
frame_77_27.png,0
frame_77_28.png,0
frame_77_29.png,0
frame_77_30.png,0
frame_77_31.png,0
frame_77_32.png,0
frame_77_33.png,0
frame_77_34.png,0
frame_77_35.png,0
frame_77_36.png,0
frame_77_37.png,0
frame_77_38.png,0
frame_77_39.png,0
frame_77_40.png,0
frame_77_41.png,0
frame_77_42.png,0
frame_77_43.png,0
frame_77_44.png,0
frame_77_45.png,0
frame_77_46.png,0
frame_77_47.png,0
frame_77_48.png,0
frame_77_49.png,0
frame_77_50.png,0
frame_77_51.png,0
frame_77_52.png,0
frame_77_53.png,0
frame_77_54.png,0
frame_77_55.png,0
frame_77_56.png,0
frame_77_57.png,0
frame_77_58.png,0
frame_77_59.png,0
frame_77_60.png,0
frame_77_61.png,0
frame_77_62.png,0
frame_77_63.png,0
frame_77_64.png,0
frame_77_65.png,0
frame_77_66.png,0
frame_77_67.png,0
frame_77_68.png,0
frame_77_69.png,0
frame_77_70.png,0
frame_77_71.png,0
frame_77_72.png,0
frame_77_73.png,3
frame_77_74.png,3
frame_77_75.png,3
frame_77_76.png,3
frame_77_77.png,3
frame_77_78.png,3
frame_77_79.png,3
frame_77_80.png,0
frame_77_81.png,3
frame_77_82.png,0
frame_77_83.png,4
frame_77_84.png,4
frame_77_85.png,4
frame_77_86.png,0
frame_77_87.png,3
frame_77_88.png,3
frame_77_89.png,0
frame_77_90.png,4
frame_77_91.png,0
frame_77_92.png,3
frame_77_93.png,3
frame_77_94.png,3
frame_77_95.png,3
frame_77_96.png,1
frame_77_97.png,1
frame_77_98.png,0
frame_77_99.png,0
frame_77_100.png,0
frame_77_101.png,0
frame_77_102.png,0
frame_77_103.png,0
frame_77_104.png,0
frame_77_105.png,0
frame_77_106.png,0
frame_77_107.png,1
frame_77_108.png,0
frame_77_109.png,0
frame_77_110.png,2
frame_77_111.png,0
frame_77_112.png,0
frame_77_113.png,0
frame_77_114.png,1
frame_77_115.png,0
