image,target
frame_15_0.png,3
frame_15_1.png,1
frame_15_2.png,0
frame_15_3.png,0
frame_15_4.png,0
frame_15_5.png,0
frame_15_6.png,0
frame_15_7.png,0
frame_15_8.png,0
frame_15_9.png,0
frame_15_10.png,0
frame_15_11.png,0
frame_15_12.png,2
frame_15_13.png,4
frame_15_14.png,1
frame_15_15.png,4
frame_15_16.png,4
frame_15_17.png,1
frame_15_18.png,4
frame_15_19.png,0
frame_15_20.png,4
frame_15_21.png,4
frame_15_22.png,4
frame_15_23.png,2
frame_15_24.png,0
frame_15_25.png,0
frame_15_26.png,0
frame_15_27.png,0
frame_15_28.png,2
frame_15_29.png,0
frame_15_30.png,1
frame_15_31.png,0
frame_15_32.png,2
frame_15_33.png,0
frame_15_34.png,1
frame_15_35.png,0
frame_15_36.png,2
frame_15_37.png,0
