image,target
frame_154_0.png,2
frame_154_1.png,2
frame_154_2.png,0
frame_154_3.png,0
frame_154_4.png,0
frame_154_5.png,0
frame_154_6.png,0
frame_154_7.png,0
frame_154_8.png,0
frame_154_9.png,0
frame_154_10.png,3
frame_154_11.png,0
frame_154_12.png,4
frame_154_13.png,4
frame_154_14.png,0
frame_154_15.png,3
frame_154_16.png,0
frame_154_17.png,0
frame_154_18.png,0
frame_154_19.png,0
frame_154_20.png,0
frame_154_21.png,0
frame_154_22.png,0
frame_154_23.png,0
frame_154_24.png,0
frame_154_25.png,0
frame_154_26.png,0
frame_154_27.png,0
frame_154_28.png,0
