image,target
frame_42_0.png,3
frame_42_1.png,3
frame_42_2.png,3
frame_42_3.png,1
frame_42_4.png,0
frame_42_5.png,0
frame_42_6.png,0
frame_42_7.png,0
frame_42_8.png,0
frame_42_9.png,1
frame_42_10.png,0
frame_42_11.png,0
frame_42_12.png,0
frame_42_13.png,0
frame_42_14.png,2
frame_42_15.png,0
frame_42_16.png,4
frame_42_17.png,4
frame_42_18.png,4
frame_42_19.png,4
frame_42_20.png,4
frame_42_21.png,0
frame_42_22.png,4
frame_42_23.png,0
frame_42_24.png,3
frame_42_25.png,0
frame_42_26.png,4
frame_42_27.png,0
frame_42_28.png,4
frame_42_29.png,0
frame_42_30.png,3
frame_42_31.png,0
frame_42_32.png,4
frame_42_33.png,4
frame_42_34.png,4
frame_42_35.png,2
frame_42_36.png,0
frame_42_37.png,0
frame_42_38.png,0
frame_42_39.png,0
frame_42_40.png,0
frame_42_41.png,2
frame_42_42.png,0
frame_42_43.png,1
frame_42_44.png,0
frame_42_45.png,2
frame_42_46.png,0
frame_42_47.png,1
frame_42_48.png,0
frame_42_49.png,0
