image,target
frame_109_0.png,1
frame_109_1.png,1
frame_109_2.png,0
frame_109_3.png,0
frame_109_4.png,2
frame_109_5.png,0
frame_109_6.png,0
frame_109_7.png,1
frame_109_8.png,0
frame_109_9.png,3
frame_109_10.png,0
frame_109_11.png,4
frame_109_12.png,0
frame_109_13.png,3
frame_109_14.png,3
frame_109_15.png,3
frame_109_16.png,3
frame_109_17.png,0
frame_109_18.png,4
frame_109_19.png,0
frame_109_20.png,3
frame_109_21.png,0
frame_109_22.png,4
frame_109_23.png,0
frame_109_24.png,4
frame_109_25.png,0
frame_109_26.png,3
frame_109_27.png,0
frame_109_28.png,3
frame_109_29.png,0
frame_109_30.png,3
frame_109_31.png,0
frame_109_32.png,4
frame_109_33.png,4
frame_109_34.png,4
frame_109_35.png,0
frame_109_36.png,2
frame_109_37.png,2
frame_109_38.png,0
frame_109_39.png,0
frame_109_40.png,0
frame_109_41.png,0
frame_109_42.png,0
frame_109_43.png,0
