image,target
frame_182_0.png,3
frame_182_1.png,3
frame_182_2.png,3
frame_182_3.png,3
frame_182_4.png,3
frame_182_5.png,1
frame_182_6.png,1
frame_182_7.png,0
frame_182_8.png,2
frame_182_9.png,3
frame_182_10.png,2
frame_182_11.png,2
frame_182_12.png,3
frame_182_13.png,3
frame_182_14.png,2
frame_182_15.png,0
frame_182_16.png,2
frame_182_17.png,2
frame_182_18.png,2
frame_182_19.png,2
frame_182_20.png,2
frame_182_21.png,2
frame_182_22.png,2
frame_182_23.png,2
frame_182_24.png,2
frame_182_25.png,2
frame_182_26.png,2
frame_182_27.png,2
frame_182_28.png,2
frame_182_29.png,2
frame_182_30.png,2
frame_182_31.png,2
frame_182_32.png,2
frame_182_33.png,2
