image,target
frame_173_0.png,1
frame_173_1.png,0
frame_173_2.png,0
frame_173_3.png,1
frame_173_4.png,0
frame_173_5.png,2
frame_173_6.png,0
frame_173_7.png,1
frame_173_8.png,0
frame_173_9.png,4
frame_173_10.png,0
frame_173_11.png,3
frame_173_12.png,0
frame_173_13.png,4
frame_173_14.png,4
frame_173_15.png,4
frame_173_16.png,4
frame_173_17.png,4
frame_173_18.png,4
frame_173_19.png,2
frame_173_20.png,0
frame_173_21.png,0
frame_173_22.png,0
frame_173_23.png,0
frame_173_24.png,0
frame_173_25.png,0
frame_173_26.png,0
frame_173_27.png,0
frame_173_28.png,0
frame_173_29.png,0
frame_173_30.png,0
frame_173_31.png,0
frame_173_32.png,0
frame_173_33.png,1
frame_173_34.png,0
