image,target
frame_106_0.png,2
frame_106_1.png,4
frame_106_2.png,4
frame_106_3.png,2
frame_106_4.png,4
frame_106_5.png,2
frame_106_6.png,4
frame_106_7.png,4
frame_106_8.png,2
frame_106_9.png,2
frame_106_10.png,4
frame_106_11.png,2
frame_106_12.png,2
frame_106_13.png,2
frame_106_14.png,4
frame_106_15.png,4
frame_106_16.png,2
frame_106_17.png,3
frame_106_18.png,3
frame_106_19.png,3
frame_106_20.png,3
frame_106_21.png,3
frame_106_22.png,3
frame_106_23.png,3
frame_106_24.png,3
frame_106_25.png,3
frame_106_26.png,3
frame_106_27.png,3
frame_106_28.png,3
frame_106_29.png,3
frame_106_30.png,3
frame_106_31.png,3
frame_106_32.png,1
frame_106_33.png,1
frame_106_34.png,1
frame_106_35.png,1
frame_106_36.png,3
frame_106_37.png,3
frame_106_38.png,0
frame_106_39.png,4
frame_106_40.png,4
frame_106_41.png,4
frame_106_42.png,0
frame_106_43.png,3
frame_106_44.png,0
frame_106_45.png,4
frame_106_46.png,4
frame_106_47.png,4
frame_106_48.png,4
frame_106_49.png,4
frame_106_50.png,4
frame_106_51.png,0
frame_106_52.png,4
frame_106_53.png,4
frame_106_54.png,0
frame_106_55.png,3
frame_106_56.png,0
frame_106_57.png,4
frame_106_58.png,4
frame_106_59.png,4
frame_106_60.png,0
frame_106_61.png,2
frame_106_62.png,0
frame_106_63.png,0
frame_106_64.png,0
frame_106_65.png,0
frame_106_66.png,0
frame_106_67.png,0
frame_106_68.png,0
frame_106_69.png,0
frame_106_70.png,0
frame_106_71.png,0
frame_106_72.png,1
frame_106_73.png,0
frame_106_74.png,2
