image,target
frame_23_0.png,3
frame_23_1.png,1
frame_23_2.png,0
frame_23_3.png,0
frame_23_4.png,0
frame_23_5.png,0
frame_23_6.png,0
frame_23_7.png,0
frame_23_8.png,0
frame_23_9.png,0
frame_23_10.png,1
frame_23_11.png,0
frame_23_12.png,0
frame_23_13.png,0
frame_23_14.png,0
frame_23_15.png,2
frame_23_16.png,4
frame_23_17.png,0
frame_23_18.png,3
frame_23_19.png,0
frame_23_20.png,4
frame_23_21.png,4
frame_23_22.png,4
frame_23_23.png,4
frame_23_24.png,4
frame_23_25.png,4
frame_23_26.png,2
frame_23_27.png,2
frame_23_28.png,0
frame_23_29.png,0
frame_23_30.png,0
frame_23_31.png,0
frame_23_32.png,0
frame_23_33.png,0
frame_23_34.png,0
frame_23_35.png,0
frame_23_36.png,0
frame_23_37.png,0
frame_23_38.png,0
frame_23_39.png,0
frame_23_40.png,0
frame_23_41.png,0
