image,target
frame_72_0.png,4
frame_72_1.png,4
frame_72_2.png,4
frame_72_3.png,4
frame_72_4.png,4
frame_72_5.png,4
frame_72_6.png,4
frame_72_7.png,4
frame_72_8.png,4
frame_72_9.png,4
frame_72_10.png,4
frame_72_11.png,4
frame_72_12.png,4
frame_72_13.png,2
frame_72_14.png,0
frame_72_15.png,0
frame_72_16.png,3
frame_72_17.png,3
frame_72_18.png,3
frame_72_19.png,3
frame_72_20.png,3
frame_72_21.png,3
frame_72_22.png,3
frame_72_23.png,3
frame_72_24.png,3
frame_72_25.png,1
frame_72_26.png,1
frame_72_27.png,0
frame_72_28.png,0
frame_72_29.png,0
frame_72_30.png,0
frame_72_31.png,0
frame_72_32.png,1
frame_72_33.png,0
frame_72_34.png,0
frame_72_35.png,0
frame_72_36.png,2
