image,target
frame_141_0.png,3
frame_141_1.png,1
frame_141_2.png,1
frame_141_3.png,0
frame_141_4.png,0
frame_141_5.png,0
frame_141_6.png,2
frame_141_7.png,0
frame_141_8.png,0
frame_141_9.png,3
frame_141_10.png,3
frame_141_11.png,3
frame_141_12.png,3
frame_141_13.png,0
frame_141_14.png,4
frame_141_15.png,4
frame_141_16.png,0
frame_141_17.png,3
frame_141_18.png,0
frame_141_19.png,4
frame_141_20.png,0
frame_141_21.png,4
frame_141_22.png,0
frame_141_23.png,4
frame_141_24.png,4
frame_141_25.png,0
frame_141_26.png,4
frame_141_27.png,4
frame_141_28.png,4
frame_141_29.png,4
frame_141_30.png,0
frame_141_31.png,2
frame_141_32.png,2
frame_141_33.png,0
frame_141_34.png,0
frame_141_35.png,0
frame_141_36.png,0
frame_141_37.png,0
frame_141_38.png,0
frame_141_39.png,0
frame_141_40.png,0
frame_141_41.png,1
frame_141_42.png,0
frame_141_43.png,0
frame_141_44.png,2
frame_141_45.png,0
