image,target
frame_84_0.png,4
frame_84_1.png,4
frame_84_2.png,4
frame_84_3.png,4
frame_84_4.png,4
frame_84_5.png,4
frame_84_6.png,4
frame_84_7.png,4
frame_84_8.png,4
frame_84_9.png,4
frame_84_10.png,4
frame_84_11.png,4
frame_84_12.png,2
frame_84_13.png,2
frame_84_14.png,0
frame_84_15.png,0
frame_84_16.png,0
frame_84_17.png,1
frame_84_18.png,0
frame_84_19.png,3
frame_84_20.png,2
frame_84_21.png,0
frame_84_22.png,3
frame_84_23.png,3
frame_84_24.png,3
frame_84_25.png,3
frame_84_26.png,3
frame_84_27.png,3
frame_84_28.png,3
frame_84_29.png,1
frame_84_30.png,1
frame_84_31.png,1
frame_84_32.png,0
frame_84_33.png,0
frame_84_34.png,0
frame_84_35.png,0
frame_84_36.png,0
frame_84_37.png,0
