image,target
frame_3_0.png,3
frame_3_1.png,1
frame_3_2.png,0
frame_3_3.png,0
frame_3_4.png,0
frame_3_5.png,0
frame_3_6.png,0
frame_3_7.png,1
frame_3_8.png,0
frame_3_9.png,0
frame_3_10.png,0
frame_3_11.png,2
frame_3_12.png,3
frame_3_13.png,2
frame_3_14.png,2
frame_3_15.png,4
frame_3_16.png,4
frame_3_17.png,1
frame_3_18.png,0
frame_3_19.png,3
frame_3_20.png,0
frame_3_21.png,4
frame_3_22.png,4
frame_3_23.png,4
frame_3_24.png,4
frame_3_25.png,4
frame_3_26.png,4
frame_3_27.png,4
frame_3_28.png,2
frame_3_29.png,0
frame_3_30.png,0
frame_3_31.png,0
frame_3_32.png,0
frame_3_33.png,0
frame_3_34.png,0
frame_3_35.png,0
frame_3_36.png,0
frame_3_37.png,0
frame_3_38.png,0
frame_3_39.png,0
frame_3_40.png,2
frame_3_41.png,1
frame_3_42.png,2
