image,target
frame_148_0.png,3
frame_148_1.png,3
frame_148_2.png,3
frame_148_3.png,1
frame_148_4.png,1
frame_148_5.png,0
frame_148_6.png,0
frame_148_7.png,0
frame_148_8.png,0
frame_148_9.png,0
frame_148_10.png,0
frame_148_11.png,0
frame_148_12.png,2
frame_148_13.png,0
frame_148_14.png,0
frame_148_15.png,0
frame_148_16.png,0
frame_148_17.png,1
frame_148_18.png,0
frame_148_19.png,0
frame_148_20.png,0
frame_148_21.png,3
frame_148_22.png,0
frame_148_23.png,4
frame_148_24.png,4
frame_148_25.png,4
frame_148_26.png,4
frame_148_27.png,4
frame_148_28.png,4
frame_148_29.png,0
frame_148_30.png,3
frame_148_31.png,3
frame_148_32.png,3
frame_148_33.png,3
frame_148_34.png,0
frame_148_35.png,3
frame_148_36.png,3
frame_148_37.png,3
frame_148_38.png,3
frame_148_39.png,3
frame_148_40.png,0
frame_148_41.png,4
frame_148_42.png,0
frame_148_43.png,4
frame_148_44.png,4
frame_148_45.png,0
frame_148_46.png,4
frame_148_47.png,4
frame_148_48.png,0
frame_148_49.png,4
frame_148_50.png,4
frame_148_51.png,0
frame_148_52.png,3
frame_148_53.png,3
frame_148_54.png,1
frame_148_55.png,0
frame_148_56.png,0
frame_148_57.png,0
frame_148_58.png,0
frame_148_59.png,0
frame_148_60.png,0
frame_148_61.png,0
frame_148_62.png,0
frame_148_63.png,0
frame_148_64.png,0
frame_148_65.png,1
frame_148_66.png,0
frame_148_67.png,2
frame_148_68.png,0
frame_148_69.png,1
frame_148_70.png,0
frame_148_71.png,2
