image,target
frame_105_0.png,1
frame_105_1.png,0
frame_105_2.png,0
frame_105_3.png,0
frame_105_4.png,0
frame_105_5.png,0
frame_105_6.png,1
frame_105_7.png,0
frame_105_8.png,0
frame_105_9.png,0
frame_105_10.png,0
frame_105_11.png,0
frame_105_12.png,0
frame_105_13.png,0
frame_105_14.png,0
frame_105_15.png,0
frame_105_16.png,2
frame_105_17.png,0
frame_105_18.png,0
frame_105_19.png,0
frame_105_20.png,4
frame_105_21.png,0
frame_105_22.png,2
frame_105_23.png,2
frame_105_24.png,0
frame_105_25.png,0
frame_105_26.png,0
frame_105_27.png,0
frame_105_28.png,0
frame_105_29.png,0
frame_105_30.png,0
frame_105_31.png,0
frame_105_32.png,0
frame_105_33.png,0
frame_105_34.png,0
frame_105_35.png,0
frame_105_36.png,0
frame_105_37.png,0
frame_105_38.png,0
frame_105_39.png,0
frame_105_40.png,0
frame_105_41.png,0
frame_105_42.png,0
frame_105_43.png,0
frame_105_44.png,0
frame_105_45.png,0
frame_105_46.png,0
frame_105_47.png,0
frame_105_48.png,0
frame_105_49.png,0
frame_105_50.png,0
frame_105_51.png,0
frame_105_52.png,0
frame_105_53.png,0
frame_105_54.png,0
frame_105_55.png,0
frame_105_56.png,0
frame_105_57.png,0
frame_105_58.png,0
frame_105_59.png,0
frame_105_60.png,0
frame_105_61.png,0
frame_105_62.png,0
frame_105_63.png,0
frame_105_64.png,0
frame_105_65.png,0
frame_105_66.png,0
frame_105_67.png,0
frame_105_68.png,0
frame_105_69.png,0
frame_105_70.png,0
frame_105_71.png,0
frame_105_72.png,0
frame_105_73.png,0
frame_105_74.png,0
frame_105_75.png,0
frame_105_76.png,0
frame_105_77.png,0
frame_105_78.png,0
frame_105_79.png,0
frame_105_80.png,0
frame_105_81.png,0
frame_105_82.png,0
frame_105_83.png,0
frame_105_84.png,0
frame_105_85.png,0
frame_105_86.png,0
frame_105_87.png,0
frame_105_88.png,0
frame_105_89.png,0
frame_105_90.png,0
frame_105_91.png,0
frame_105_92.png,0
frame_105_93.png,0
frame_105_94.png,0
frame_105_95.png,0
frame_105_96.png,0
frame_105_97.png,0
frame_105_98.png,0
frame_105_99.png,0
frame_105_100.png,0
frame_105_101.png,0
frame_105_102.png,0
frame_105_103.png,0
frame_105_104.png,0
frame_105_105.png,0
frame_105_106.png,0
frame_105_107.png,0
frame_105_108.png,0
frame_105_109.png,0
frame_105_110.png,0
frame_105_111.png,0
frame_105_112.png,0
frame_105_113.png,0
frame_105_114.png,0
frame_105_115.png,0
frame_105_116.png,0
frame_105_117.png,0
frame_105_118.png,0
frame_105_119.png,0
frame_105_120.png,0
frame_105_121.png,0
frame_105_122.png,0
frame_105_123.png,0
frame_105_124.png,0
frame_105_125.png,0
frame_105_126.png,0
frame_105_127.png,0
frame_105_128.png,0
frame_105_129.png,0
frame_105_130.png,0
frame_105_131.png,0
frame_105_132.png,0
frame_105_133.png,0
frame_105_134.png,0
frame_105_135.png,0
frame_105_136.png,0
frame_105_137.png,0
frame_105_138.png,0
frame_105_139.png,0
frame_105_140.png,0
frame_105_141.png,0
frame_105_142.png,0
frame_105_143.png,0
frame_105_144.png,0
frame_105_145.png,0
frame_105_146.png,0
frame_105_147.png,0
frame_105_148.png,0
frame_105_149.png,0
frame_105_150.png,0
