image,target
frame_58_0.png,3
frame_58_1.png,3
frame_58_2.png,3
frame_58_3.png,1
frame_58_4.png,0
frame_58_5.png,0
frame_58_6.png,0
frame_58_7.png,3
frame_58_8.png,3
frame_58_9.png,2
frame_58_10.png,0
frame_58_11.png,4
frame_58_12.png,0
frame_58_13.png,4
frame_58_14.png,0
frame_58_15.png,3
frame_58_16.png,3
frame_58_17.png,3
frame_58_18.png,3
frame_58_19.png,0
frame_58_20.png,3
frame_58_21.png,0
frame_58_22.png,4
frame_58_23.png,0
frame_58_24.png,3
frame_58_25.png,3
frame_58_26.png,3
frame_58_27.png,1
frame_58_28.png,0
frame_58_29.png,0
frame_58_30.png,0
frame_58_31.png,1
frame_58_32.png,0
frame_58_33.png,0
frame_58_34.png,2
frame_58_35.png,0
frame_58_36.png,1
frame_58_37.png,0
frame_58_38.png,2
frame_58_39.png,0
frame_58_40.png,1
frame_58_41.png,0
frame_58_42.png,2
frame_58_43.png,0
