image,target
frame_142_0.png,3
frame_142_1.png,3
frame_142_2.png,3
frame_142_3.png,3
frame_142_4.png,3
frame_142_5.png,3
frame_142_6.png,3
frame_142_7.png,3
frame_142_8.png,3
frame_142_9.png,3
frame_142_10.png,3
frame_142_11.png,3
frame_142_12.png,3
frame_142_13.png,1
frame_142_14.png,1
frame_142_15.png,0
frame_142_16.png,0
frame_142_17.png,3
frame_142_18.png,2
frame_142_19.png,2
frame_142_20.png,3
frame_142_21.png,3
frame_142_22.png,0
frame_142_23.png,3
frame_142_24.png,0
frame_142_25.png,4
frame_142_26.png,0
frame_142_27.png,4
frame_142_28.png,0
frame_142_29.png,3
frame_142_30.png,0
frame_142_31.png,4
frame_142_32.png,4
frame_142_33.png,0
frame_142_34.png,4
frame_142_35.png,0
frame_142_36.png,4
frame_142_37.png,2
frame_142_38.png,2
frame_142_39.png,0
frame_142_40.png,0
frame_142_41.png,0
frame_142_42.png,0
frame_142_43.png,0
frame_142_44.png,0
frame_142_45.png,0
frame_142_46.png,1
frame_142_47.png,0
frame_142_48.png,2
frame_142_49.png,0
