image,target
frame_126_0.png,2
frame_126_1.png,2
frame_126_2.png,0
frame_126_3.png,1
frame_126_4.png,0
frame_126_5.png,2
frame_126_6.png,0
frame_126_7.png,1
frame_126_8.png,0
frame_126_9.png,0
frame_126_10.png,3
frame_126_11.png,0
frame_126_12.png,3
frame_126_13.png,0
frame_126_14.png,3
frame_126_15.png,0
frame_126_16.png,4
frame_126_17.png,4
frame_126_18.png,2
frame_126_19.png,2
frame_126_20.png,2
frame_126_21.png,2
frame_126_22.png,2
frame_126_23.png,2
frame_126_24.png,2
frame_126_25.png,2
frame_126_26.png,2
frame_126_27.png,2
frame_126_28.png,2
frame_126_29.png,2
frame_126_30.png,2
frame_126_31.png,2
frame_126_32.png,2
frame_126_33.png,2
frame_126_34.png,2
frame_126_35.png,2
frame_126_36.png,2
frame_126_37.png,2
frame_126_38.png,2
frame_126_39.png,2
frame_126_40.png,2
frame_126_41.png,2
frame_126_42.png,2
frame_126_43.png,2
frame_126_44.png,2
frame_126_45.png,2
frame_126_46.png,2
frame_126_47.png,2
frame_126_48.png,2
frame_126_49.png,2
frame_126_50.png,2
frame_126_51.png,2
frame_126_52.png,2
frame_126_53.png,2
frame_126_54.png,2
frame_126_55.png,2
frame_126_56.png,2
frame_126_57.png,2
frame_126_58.png,2
frame_126_59.png,0
frame_126_60.png,0
frame_126_61.png,0
frame_126_62.png,4
frame_126_63.png,4
frame_126_64.png,0
frame_126_65.png,4
frame_126_66.png,2
frame_126_67.png,4
frame_126_68.png,0
frame_126_69.png,2
frame_126_70.png,2
frame_126_71.png,2
frame_126_72.png,2
frame_126_73.png,2
frame_126_74.png,2
frame_126_75.png,2
frame_126_76.png,2
frame_126_77.png,2
frame_126_78.png,2
frame_126_79.png,2
frame_126_80.png,2
frame_126_81.png,2
frame_126_82.png,2
frame_126_83.png,2
frame_126_84.png,2
frame_126_85.png,2
frame_126_86.png,2
frame_126_87.png,2
frame_126_88.png,2
frame_126_89.png,2
frame_126_90.png,2
frame_126_91.png,2
frame_126_92.png,2
frame_126_93.png,2
frame_126_94.png,2
frame_126_95.png,2
frame_126_96.png,2
frame_126_97.png,2
frame_126_98.png,2
frame_126_99.png,2
frame_126_100.png,2
frame_126_101.png,2
frame_126_102.png,2
frame_126_103.png,2
frame_126_104.png,2
frame_126_105.png,2
frame_126_106.png,2
frame_126_107.png,2
frame_126_108.png,2
frame_126_109.png,2
frame_126_110.png,2
frame_126_111.png,2
frame_126_112.png,2
frame_126_113.png,2
frame_126_114.png,2
frame_126_115.png,2
frame_126_116.png,2
frame_126_117.png,2
frame_126_118.png,2
frame_126_119.png,2
frame_126_120.png,2
frame_126_121.png,2
frame_126_122.png,2
frame_126_123.png,2
frame_126_124.png,2
frame_126_125.png,2
frame_126_126.png,2
frame_126_127.png,2
frame_126_128.png,2
frame_126_129.png,2
frame_126_130.png,2
frame_126_131.png,2
frame_126_132.png,2
frame_126_133.png,2
frame_126_134.png,2
frame_126_135.png,2
frame_126_136.png,2
frame_126_137.png,2
frame_126_138.png,2
frame_126_139.png,2
frame_126_140.png,2
frame_126_141.png,2
frame_126_142.png,2
frame_126_143.png,2
frame_126_144.png,2
frame_126_145.png,2
frame_126_146.png,2
frame_126_147.png,2
frame_126_148.png,2
frame_126_149.png,2
frame_126_150.png,2
