image,target
frame_54_0.png,3
frame_54_1.png,3
frame_54_2.png,3
frame_54_3.png,1
frame_54_4.png,1
frame_54_5.png,0
frame_54_6.png,0
frame_54_7.png,3
frame_54_8.png,0
frame_54_9.png,3
frame_54_10.png,0
frame_54_11.png,4
frame_54_12.png,0
frame_54_13.png,3
frame_54_14.png,3
frame_54_15.png,3
frame_54_16.png,3
frame_54_17.png,3
frame_54_18.png,0
frame_54_19.png,1
frame_54_20.png,1
frame_54_21.png,0
frame_54_22.png,0
frame_54_23.png,0
frame_54_24.png,0
frame_54_25.png,1
frame_54_26.png,0
frame_54_27.png,0
frame_54_28.png,0
frame_54_29.png,0
frame_54_30.png,0
frame_54_31.png,0
frame_54_32.png,0
frame_54_33.png,2
frame_54_34.png,0
